#,Set,Set,Name,Team,Pts,Year,OB/C,Sp/IP,Pos,Pos1,Pos2,Arm,Icon,PU,SO,GB,FB,BB,1B,1B+,2B,3B,HR
79,1ST,PR,*Justin Speier,Indians,140,2001,3,1,Reliever,Reliever,,R,,3-Jan,9-Apr,12-Oct,13-17,18-,19-,-,20-,-,-
80,1ST,PR,*Randy Keisler,Yankees,210,2001,3,6,Starter,Starter,,L,,3-Jan,6-Apr,11-Jul,15-Dec,16-17,18-19,-,20-,-,-
81,1ST,PR,*Ellis Burks,Indians,520,2001,10,15,LF-RF+1,LF-RF+1,,R,,-,-,2-Jan,3-,8-Apr,15-Sep,-,16-,17-,18-20
82,1ST,PR,*Alfonso Soriano,Yankees,110,2001,6,20,2B+2,2B+2,,R,,-,4-Jan,-,5-,-,12-Jun,13-,14-17,18-,19-20
83,1ST,PR,*Jeff Nelson,Mariners,220,2001,6,1,Reliever,Reliever,,R,,-,8-Mar,12-Sep,13-15,16-18,19-,-,20-,-,-
84,1ST,PR,*Wes Helms,Braves,60,2001,6,10,3B+1 1B+0,3B+1 ,1B+0,R,,-,4-Jan,-,5-,-,15-Jun,-,16-,17-,18-20
85,1ST,PR,*Freddy Garcia,Mariners,330,2001,3,6,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-16,17-18,19-,-,20-,-,-
86,1ST,PR,*Erubiel Durazo,Diamondbacks,320,2001,9,10,LF-RF+1 1B+0,LF-RF+1 ,1B+0,L,,-,2-Jan,-,3-,10-Apr,16-Nov,-,17-,-,18-20
87,1ST,PR,*Ben Sheets,Brewers,290,2001,5,5,Starter,Starter,,R,,3-Jan,6-Apr,11-Jul,14-Dec,15-16,17-19,-,20-,-,-
88,1ST,PR,*Jose Ortiz,Athletics,230,2001,8,15,2B+2,2B+2,,R,,-,1-,-,4-Feb,7-May,15-Aug,16-,17-18,-,19-20
89,1ST,PR,*Paul Wilson,Devil Rays,280,2001,3,5,Starter,Starter,,R,,3-Jan,6-Apr,12-Jul,13-16,17-,18-19,-,20-,-,-
90,1ST,PR,*Onan Masaoka,Dodgers,60,2001,2,1,Reliever,Reliever,,L,,6-Jan,10-Jul,14-Nov,15-16,17-20,-,-,-,-,-
91,1ST,PR,*Jose Rosado,Royals,440,2001,4,6,Starter,Starter,,L,,3-Jan,7-Apr,12-Aug,13-16,17-,18-19,-,20-,-,-
92,1ST,PR,*A. J. Burnett,Marlins,190,2001,2,6,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-16,17-18,19-,-,20-,-,-
93,1ST,PR,*Bubba Trammell,Padres,190,2001,8,15,LF-RF+1,LF-RF+1,,R,,-,3-Jan,4-,5-,10-Jun,15-Nov,16-,17-18,-,19-20
94,1ST,PR,*Mike Fetters,Dodgers,230,2001,4,1,Reliever,Reliever,,R,,1-,6-Feb,14-Jul,15-16,17-18,19-20,-,-,-,-
95,1ST,PR,*Jacob Cruz,Indians,250,2001,9,15,OF+1,OF+1,,L,,-,-,5-Jan,-,8-Jun,16-Sep,-,17-19,-,20+
96,1ST,PR,*John Franco,Mets,200,2001,3,1,Reliever,Reliever,,L,,2-Jan,8-Mar,15-Sep,16-17,18-,19-20,-,-,-,-
97,1ST,PR,*Armando Reynoso,Diamondbacks,310,2001,2,6,Starter,Starter,,R,,3-Jan,6-Apr,12-Jul,13-17,-,18-19,-,20-,-,-
98,1ST,PR,*Lou Pote,Angels,200,2001,3,1,Reliever,Reliever,,R,,2-Jan,7-Mar,14-Aug,15-17,-,18-20,-,-,-,-
99,1ST,PR,*DAngelo Jiminez,Yankees,90,2001,7,15,SS+2 2B+0,SS+2 ,2B+0,S,,-,3-Jan,4-,5-,10-Jun,18-Nov,-,-,19-,20+
100,1ST,PR,*Julio Zuleta,Cubs,180,2001,7,15,1B+0,1B+0,,R,,-,5-Jan,-,6-,7-,13-Aug,-,14-16,-,17-20
101,1ST,PR,*Charles Johnson,Marlins,370,2001,9,10,C+6,C+6,,R,,-,3-Jan,4-,-,9-May,15-Oct,-,16-17,-,18-20
102,1ST,PR,*Tsuyoshi Shinjo,Mets,130,2001,6,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,R,,-,5-Jan,6-,-,8-Jul,13-Sep,14-15,16-,-,17-20
103,1ST,PR,*Brett Tomko,Mariners,170,2001,2,2,Reliever,Reliever,,R,,3-Jan,7-Apr,13-Aug,14-17,18-,19-,-,20-,-,-
104,1ST,PR,*Marcus Giles,Braves,150,2001,7,20,2B+2,2B+2,,R,,-,3-Jan,4-,5-,11-Jun,15-Dec,16-,17-18,-,19-20
105,1ST,PR,*Craig Counsell,Diamondbacks,150,2001,8,15,SS+3 2B-3B+2,SS+3 ,2B-3B+2,L,,-,1-,3-Feb,5-Apr,9-Jun,18-Oct,-,19-,20-,-
106,1ST,PR,*Ruben Mateo,Rangers,220,2001,7,20,CF+2 LF-RF+2,CF+2 ,LF-RF+2,R,,-,3-Jan,5-Apr,-,6-,13-Jul,14-,15-17,-,18-20
107,1ST,PR,*Andy Ashby,Dodgers,340,2001,2,6,Starter,Starter,,R,,2-Jan,5-Mar,13-Jun,14-17,-,18-19,-,20-,-,-
108,1ST,PR,*Marlon Anderson,Phillies,120,2001,7,20,2B+2,2B+2,,L,,-,1-,3-Feb,5-Apr,8-Jun,16-Sep,17-,18-,19-,20+
109,1ST,PR,*Mark Grace,Diamondbacks,300,2001,10,10,1B+0,1B+0,,L,,-,-,1-,4-Feb,11-May,16-Dec,-,17-19,-,20+
110,1ST,PR,*Russ Branyan,Indians,240,2001,7,10,3B+1 LF-RF+1,3B+1 ,LF-RF+1,L,,-,5-Jan,-,-,11-Jun,13-Dec,-,-,14-,15-20
111,1ST,PR,*Julian Tavarez,Cubs,500,2001,6,7,Starter,Starter,,R,,2-Jan,4-Mar,12-May,13-14,15-16,17-19,-,20-,-,-
112,1ST,PR,*Joey Hamilton,Blue Jays,280,2001,3,5,Starter,Starter,,R,,4-Jan,6-May,12-Jul,13-16,17-,18-19,-,20-,-,-
113,1ST,PR,*Jason LaRue,Reds,80,2001,5,15,C+3,C+3,,R,,-,2-Jan,-,-,6-Mar,10-Jul,11-,15-Dec,-,16-20
114,1ST,PR,*Benji Gil,Angels,130,2001,7,20,SS+3,SS+3,,R,,-,2-Jan,4-Mar,-,10-May,16-Nov,17-,18-19,-,20+
115,1ST,PR,*Bill Mueller,Cubs,170,2001,8,15,3B+2,3B+2,,S,,-,-,3-Jan,5-Apr,9-Jun,17-Oct,-,18-19,-,20+
116,1ST,PR,*Mike Stanton,Yankees,160,2001,4,1,Reliever,Reliever,,L,,3-Jan,9-Apr,13-Oct,14-16,17-,18-19,-,20-,-,-
117,1ST,PR,*Ray King,Brewers,210,2001,3,1,Reliever,Reliever,,L,,3-Jan,7-Apr,14-Aug,15-17,18-19,20-,-,-,-,-
118,1ST,PR,*Timoniel Perez,Mets,150,2001,7,20,LF-RF+1,LF-RF+1,,L,,-,-,1-,3-Feb,-,14-Apr,15-,16-18,19-,20+
119,1ST,PR,*Johnny Damon,Athletics,340,2001,9,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,L,,-,-,2-Jan,4-Mar,8-May,14-Sep,15-16,17-18,19-,20+
120,1ST,PR,*Matt Morris,Cardinals,410,2001,5,5,Starter,Starter,,R,,3-Jan,6-Apr,12-Jul,13-15,16-,17-19,-,20-,-,-
121,1ST,PR,*Kevin Appier,Mets,330,2001,3,6,Starter,Starter,,R,,4-Jan,8-May,13-Sep,14-16,17-,18-19,-,20-,-,-
122,1ST,PR,*Frank Castillo,Red Sox,420,2001,3,6,Starter,Starter,,R,,4-Jan,9-May,13-Oct,14-17,18-,19-,-,20-,-,-
123,1ST,PR,*Mike Darr,Padres,160,2001,7,20,OF+2,OF+2,,L,,-,1-,3-Feb,-,7-Apr,15-Aug,16-,17-18,19-,20+
124,1ST,PR,*Felipe Crespo,Giants,230,2001,8,15,LF-RF+0,LF-RF+0,,S,,-,1-,2-,4-Mar,7-May,15-Aug,16-,17-,18-,19-20
125,1ST,PR,*John Smoltz,Braves,440,2001,3,6,Starter,Starter,,R,,2-Jan,7-Mar,13-Aug,14-17,-,18-19,-,20-,-,-
126,1ST,PR,*Ben Weber,Angels,100,2001,2,1,Reliever,Reliever,,R,,3-Jan,7-Apr,13-Aug,14-17,-,18-19,-,20-,-,-
127,1ST,PR,*Luis Rivas,Twins,110,2001,7,20,2B+2,2B+2,,R,,-,1-,3-Feb,5-Apr,8-Jun,14-Sep,15-,16-19,20-,-
128,1ST,PR,*Travis Harper,Devil Rays,300,2001,4,6,Starter,Starter,,R,,8-Jan,10-Sep,13-Nov,14-15,16-,17-19,-,20-,-,-
129,1ST,PR,*Aubrey Huff,Devil Rays,200,2001,8,10,3B+1,3B+1,,L,,-,2-Jan,-,4-Mar,8-May,15-Sep,-,16-18,-,19-20
130,1ST,PR,*Paul Lo Duca,Dodgers,100,2001,7,15,C+6,C+6,,R,,-,-,3-Jan,5-Apr,9-Jun,16-Oct,17-,18-19,-,20+
131,1ST,PR,*Eric Davis,Giants,220,2001,9,15,LF-RF+1,LF-RF+1,,R,,-,2-Jan,4-Mar,-,10-May,18-Nov,-,19-,-,20+
132,1ST,PR,*Fernando Tatis,Expos,370,2001,9,15,3B+2,3B+2,,R,,-,3-Jan,-,4-,11-May,14-Dec,15-,16-17,-,18-20
133,1ST,PR,*Ugueth Urbina,Expos,270,2001,4,1,Closer,Closer,,R,,3-Jan,10-Apr,14-Dec,15-17,18-,19-20,-,-,-,-
134,1ST,PR,*Steve Kline,Cardinals,110,2001,4,1,Reliever,Reliever,,L,,2-Jan,6-Mar,12-Jul,13-15,16-,17-19,-,20-,-,-
135,1ST,PR,*Tanyon Sturtze,Devil Rays,190,2001,4,2,Reliever,Reliever,,R,,3-Jan,6-Apr,12-Jul,13-15,16-17,18-19,-,20-,-,-
136,1ST,PR,*Scott Hatteberg,Red Sox,180,2001,9,10,C+0,C+0,,L,,-,1-,3-Feb,4-,11-May,17-Dec,-,18-19,-,20+
137,1ST,PR,*Tomokazu Ohka,Red Sox,320,2001,2,6,Starter,Starter,,R,,4-Jan,7-May,13-Aug,14-17,-,18-19,-,20-,-,-
138,1ST,PR,*Melvin Mora,Orioles,170,2001,8,20,OF+0,OF+0,,R,,-,2-Jan,3-,5-Apr,9-Jun,16-Oct,17-,18-,19-,20+
139,1ST,PR,*Kip Wells,White Sox,160,2001,4,5,Starter,Starter,,R,,2-Jan,6-Mar,11-Jul,14-Dec,15-16,17-19,-,20-,-,-
140,1ST,PR,*Ken Caminiti,Rangers,380,2001,9,15,3B+1,3B+1,,S,,-,1-,2-,3-,10-Apr,15-Nov,16-,17-,-,18-20
141,1ST,PR,*Dave Martinez,Braves,110,2001,8,15,LF-RF+1,LF-RF+1,,L,,-,1-,2-,4-Mar,8-May,17-Sep,18-,19-,20-,-
142,1ST,PR,*Robert Fick,Tigers,130,2001,7,20,C+2 1B+0,C+2 ,1B+0,L,,-,3-Jan,4-,5-,11-Jun,15-Dec,16-,17-,18-,19-20
143,1ST,PR,*Mike Bordick,Orioles,230,2001,8,15,SS+2,SS+2,,R,,-,1-,2-,4-Mar,7-May,15-Aug,16-,17-18,-,19-20
144,1ST,PR,*Doug Mientkiewicz,Twins,190,2001,8,15,1B+0,1B+0,,L,,-,2-Jan,-,4-Mar,8-May,16-Sep,-,17-18,-,19-20
145,1ST,PR,*Darryl Hamilton,Mets,220,2001,9,15,CF+3 LF-RF+2,CF+3 ,LF-RF+2,L,,-,-,3-Jan,5-Apr,9-Jun,18-Oct,-,19-,20-,-
146,1ST,PR,*Shane Reynolds,Astros,190,2001,1,6,Starter,Starter,,R,,2-Jan,6-Mar,14-Jul,15-17,-,18-19,-,20-,-,-
147,1ST,PR,*Vernon Wells,Blue Jays,100,2001,6,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,R,,-,4-Jan,5-,-,9-Jun,12-Oct,13-14,15-17,18-,19-20
148,1ST,PR,*Rey Ordonez,Mets,10,2001,6,15,SS+2,SS+2,,R,,-,-,2-Jan,3-,6-Apr,17-Jul,18-,19-20,-,-
149,1ST,PR,*Brad Ausmus,Astros,200,2001,8,15,C+8 1B+0,C+8 ,1B+0,R,,-,-,2-Jan,3-,10-Apr,16-Nov,17-,18-19,-,20+
150,1ST,PR,*Jay Powell,Astros,110,2001,4,1,Reliever,Reliever,,R,,2-Jan,6-Mar,11-Jul,15-Dec,16-17,18-19,-,20-,-,-
151,1ST,PR,*Todd Hundley,Cubs,330,2001,8,10,C+2 1B+0,C+2 ,1B+0,S,,-,4-Jan,-,5-,10-Jun,14-Nov,-,15-,-,16-20
152,1ST,PR,*Travis Miller,Twins,100,2001,4,1,Reliever,Reliever,,L,,2-Jan,7-Mar,12-Aug,13-15,16-,17-19,-,20-,-,-
153,1ST,PR,*Tyler Houston,Brewers,240,2001,6,15,C+4 3B+3,C+4 ,3B+3,L,,-,3-Jan,4-,5-,-,10-Jun,-,13-Nov,-,14-20
154,1ST,PR,*Nelson Cruz,Astros,10,2001,1,1,Reliever,Reliever,,R,,3-Jan,7-Apr,13-Aug,14-17,18-,19-,-,-,-,20+
155,1ST,PR,*Manny Ramirez,Red Sox,490,2001,10,10,LF-RF+0,LF-RF+0,,R,,-,2-Jan,-,-,8-Mar,14-Sep,-,15-17,-,18-20
156,1ST,PR,*Luis Lopez,Brewers,180,2001,7,15,2B+3 SS+2,2B+3 ,SS+2,S,,-,3-Jan,4-,5-,8-Jun,15-Sep,-,16-18,-,19-20
157,1ST,PR,*Luis Sojo,Yankees,180,2001,7,15,2B+4 3B+1,2B+4 ,3B+1,R,,-,-,3-Jan,5-Apr,-,15-Jun,-,16-18,-,19-20
158,1ST,PR,*Tony Gwynn,Padres,260,2001,9,15,LF-RF+0,LF-RF+0,,L,,-,-,2-Jan,4-Mar,5-,16-Jun,-,17-19,-,20+
159,1ST,PR,*Roger Cedeno,Tigers,260,2001,9,20,LF-RF+1,LF-RF+1,,S,,-,1-,3-Feb,-,9-Apr,15-Oct,16-19,-,20-,-
160,1ST,PR,*Royce Clayton,White Sox,150,2001,7,15,SS+3,SS+3,,R,,-,1-,4-Feb,5-,8-Jun,15-Sep,16-,17-,18-,19-20
161,1ST,PR,*Olmedo Saenz,Athletics,220,2001,9,10,---,---,,R,,-,2-Jan,4-Mar,-,10-May,16-Nov,-,17-18,-,19-20
162,1ST,PR,*Brook Fordyce,Orioles,190,2001,7,10,C+3,C+3,,R,,-,1-,-,3-Feb,6-Apr,15-Jul,-,16-,-,17-20
163,1ST,PR,*Dee Brown,Royals,100,2001,6,20,LF-RF+1,LF-RF+1,,L,,-,5-Jan,-,-,7-Jun,13-Aug,14-,15-16,17-,18-20
164,1ST,PR,*David Wells,White Sox,460,2001,5,7,Starter,Starter,,L,,3-Jan,7-Apr,12-Aug,13-15,-,16-19,-,20-,-,-
165,1ST,PR,*Jack Wilson,Pirates,100,2001,7,15,SS+3,SS+3,,R,,-,3-Jan,5-Apr,6-,9-Jul,16-Oct,-,17-18,19-,20+
166,1ST,PR,*Pedro Feliz,Giants,130,2001,5,10,3B+2,3B+2,,R,,-,1-,-,2-,-,10-Mar,-,12-Nov,13-,14-20
167,1ST,PR,*Hideo Nomo,Red Sox,190,2001,4,6,Starter,Starter,,R,,2-Jan,8-Mar,12-Sep,13-15,16-17,18-19,-,-,-,20+
168,1ST,PR,*Albert Pujols,Cardinals,100,2001,6,15,3B+2 LF-RF+1,3B+2 ,LF-RF+1,R,,-,-,2-Jan,4-Mar,6-May,14-Jul,-,15-16,17-,18-20
169,1ST,PR,*Ichiro Suzuki,Mariners,400,2001,10,20,LF-RF+2,LF-RF+2,,L,,-,-,2-Jan,4-Mar,8-May,18-Sep,-,19-,-,20+
170,1ST,PR,*Ramon Ortiz,Angels,250,2001,1,6,Starter,Starter,,R,,3-Jan,7-Apr,14-Aug,15-17,18-19,20-,-,-,-,-
171,1ST,PR,*Mike Holtz,Angels,150,2001,4,1,Reliever,Reliever,,L,,2-Jan,7-Mar,12-Aug,13-15,16-17,18-20,-,-,-,-
172,1ST,PR,*Chris Woodward,Blue Jays,200,2001,7,20,SS+4 2B+3,SS+4 ,2B+3,R,,-,5-Jan,-,6-,9-Jul,15-Oct,-,16-18,-,19-20
173,1ST,PR,*Mike Mussina,Yankees,470,2001,3,7,Starter,Starter,,R,,1-,7-Feb,14-Aug,15-17,-,18-19,-,20-,-,-
174,1ST,PR,*Carlos Guillen,Mariners,150,2001,7,15,SS+2 3B+1,SS+2 ,3B+1,S,,-,1-,2-,3-,8-Apr,17-Sep,-,18-,-,19-20
175,1ST,PR,*Ben Petrick,Rockies,190,2001,8,15,C+2,C+2,,R,,-,2-Jan,-,3-,8-Apr,15-Sep,-,16-18,19-,20+
1,1ST,1ST,Garret Anderson,Angels,250,2000,7,15,CF+3 LF-RF+2,CF+3 ,LF-RF+2,L,,-,-,3-Jan,4-,-,14-May,-,15-17,-,18-20
2,1ST,1ST,Tim Belcher,Angels,110,2000,0,6,Starter,Starter,,R,,5-Mar,2-Jan,12-Jun,13-18,-,19-,-,20-,-,-
3,1ST,1ST,Gary DiSarcina,Angels,40,2000,5,15,SS+4,SS+4,,R,,-,-,1-,2-,3-,20-Apr,-,-,-,-
4,1ST,1ST,Darin Erstad,Angels,140,2000,6,15,LF-RF+2 1B+1,LF-RF+2 ,1B+1,L,,-,-,2-Jan,3-,5-Apr,15-Jun,16-,17-,18-,19-20
5,1ST,1ST,Chuck Finley,Angels,470,2000,5,6,Starter,Starter,,L,,7-Jun,5-Jan,12-Aug,13-15,16-17,18-19,-,20-,-,-
6,1ST,1ST,Troy Glaus,Angels,240,2000,7,15,3B+1,3B+1,,R,,-,2-Jan,-,4-Mar,11-May,14-Dec,-,15-16,-,17-20
7,1ST,1ST,Todd Greene,Angels,180,2000,5,15,LF-RF+1,LF-RF+1,,R,,-,-,-,2-Jan,-,8-Mar,-,13-Sep,-,14-20
8,1ST,1ST,Jeff Huson,Angels,160,2000,7,20,2B-SS+4,2B-SS+4,,L,,-,-,5-Jan,-,7-Jun,18-Aug,19-20,-,-,-
9,1ST,1ST,Orlando Palmeiro,Angels,150,2000,8,15,LF-RF+1,LF-RF+1,,L,,-,-,2-Jan,3-,9-Apr,18-Oct,19-,20-,-,-
10,1ST,1ST,Troy Percival,Angels,180,2000,3,1,Closer,Closer,,R,,8-Jul,6-Jan,11-Sep,18-Dec,19-,-,-,20-,-,-
11,1ST,1ST,Mark Petkovsek,Angels,130,2000,3,1,Reliever,Reliever,,R,,6-Apr,3-Jan,13-Jul,14-17,-,18-19,-,20-,-,-
12,1ST,1ST,Tim Salmon,Angels,290,2000,8,15,LF-RF+1,LF-RF+1,,R,,-,1-,-,3-Feb,11-Apr,15-Dec,-,16-17,-,18-20
13,1ST,1ST,Steve Sparks,Angels,150,2000,0,6,Starter,Starter,,R,,7-Apr,3-Jan,12-Aug,13-18,19-,20-,-,-,-,-
14,1ST,1ST,Mo Vaughn,Angels,300,2000,8,10,1B+0,1B+0,,L,,-,3-Jan,4-,5-,9-Jun,15-Oct,-,16-,-,17-20
15,1ST,1ST,Matt Walbeck,Angels,100,2000,6,15,C+7,C+7,,S,,-,-,1-,2-,6-Mar,19-Jul,-,-,-,20+
16,1ST,1ST,Jay Bell,Diamondbacks,410,2000,9,15,2B+2,2B+2,,R,,-,2-Jan,3-,5-Apr,10-Jun,14-Nov,-,15-16,17-,18-20
17,1ST,1ST,Andy Benes,Diamondbacks,350,2000,4,6,Starter,Starter,,R,,6-May,4-Jan,11-Jul,15-Dec,16-17,18-19,-,20-,-,-
18,1ST,1ST,Omar Daal,Diamondbacks,510,2000,5,7,Starter,Starter,,R,,6-May,4-Jan,11-Jul,15-Dec,16-17,18-19,-,20-,-,-
19,1ST,1ST,Steve Finley,Diamondbacks,350,2000,7,15,OF+2,OF+2,,L,,-,-,1-,3-Feb,7-Apr,10-Aug,11-,13-Dec,14-15,16-20
20,1ST,1ST,Andy Fox,Diamondbacks,190,2000,7,15,SS+1,SS+1,,L,,-,1-,2-,3-,9-Apr,15-Oct,16-,17-,18-,19-20
21,1ST,1ST,Hanley Frias,Diamondbacks,290,2000,10,15,SS+1,SS+1,,S,,-,-,3-Jan,5-Apr,11-Jun,18-Dec,19-,-,20-,-
22,1ST,1ST,Bernard Gilkey,Diamondbacks,330,2000,9,15,LF-RF+1,LF-RF+1,,R,,-,1-,2-,5-Mar,10-Jun,15-Nov,-,16-18,-,19-20
23,1ST,1ST,Luis Gonzalez,Diamondbacks,450,2000,10,15,LF-RF+2,LF-RF+2,,R,,-,-,2-Jan,5-Mar,8-Jun,15-Sep,-,16-18,-,19-20
24,1ST,1ST,Randy Johnson,Diamondbacks,630,2000,3,8,Starter,Starter,,L,,12-Nov,10-Jan,13-15,16-18,19-,20-,-,-,-,-
25,1ST,1ST,Travis Lee,Diamondbacks,200,2000,7,20,1B+0,1B+0,,L,,-,-,2-Jan,3-,11-Apr,15-Dec,16-17,18-,-,19-20
26,1ST,1ST,Matt Mantei,Diamondbacks,150,2000,3,1,Closer,Closer,,R,,11-,10-Jan,13-Dec,14-16,17-20,-,-,-,-,-
27,1ST,1ST,Dan Plesac,Diamondbacks,90,2000,4,1,Reliever,Reliever,,L,,9-Aug,7-Jan,11-Oct,15-Dec,16-,17-19,-,20-,-,-
28,1ST,1ST,Kelly Stinnett,Diamondbacks,230,2000,6,15,C+6,C+6,,R,,-,3-Jan,-,4-,8-May,12-Sep,-,13-14,-,15-20
29,1ST,1ST,Greg Swindell,Diamondbacks,140,2000,3,1,Reliever,Reliever,,L,,7-Jun,5-Jan,11-Aug,17-Dec,18-,19-20,-,-,-,-
30,1ST,1ST,Matt Williams,Diamondbacks,330,2000,7,15,3B+3,3B+3,,R,,-,-,1-,3-Feb,-,12-Apr,-,13-15,-,16-20
31,1ST,1ST,Tony Womack,Diamondbacks,210,2000,7,20,LF-RF+2,LF-RF+2,,L,,-,-,2-Jan,3-,6-Apr,12-Jul,13-17,18-,19-,20+
32,1ST,1ST,Bret Boone,Braves,190,2000,6,15,2B+2,2B+2,,R,,-,-,1-,2-,5-Mar,11-Jun,12-,13-16,-,17-20
33,1ST,1ST,Tom Glavine,Braves,450,2000,4,7,Starter,Starter,,L,,6-Apr,3-Jan,12-Jul,13-15,16-,17-20,-,-,-,-
34,1ST,1ST,Jose Hernandez,Braves,230,2000,7,15,SS+3,SS+3,,R,,-,2-Jan,3-,-,7-Apr,15-Aug,16-,17-,-,18-20
35,1ST,1ST,Brian Hunter,Braves,220,2000,8,10,1B+1,1B+1,,R,,-,1-,-,4-Feb,12-May,13-15,-,16-18,-,19-20
36,1ST,1ST,Andruw Jones,Braves,390,2000,8,20,CF+3 LF-RF+2,CF+3 ,LF-RF+2,R,,-,1-,2-,4-Mar,9-May,13-Oct,14-,15-16,17-,18-20
37,1ST,1ST,Chipper Jones,Braves,610,2000,10,20,3B+2,3B+2,,S,,-,1-,3-Feb,4-,11-May,14-Dec,15-,16-17,-,18-20
38,1ST,1ST,Brian Jordan,Braves,300,2000,8,15,LF-RF+1,LF-RF+1,,R,,-,-,2-Jan,5-Mar,8-Jun,14-Sep,15-,16-,17-,18-20
39,1ST,1ST,Ryan Klesko,Braves,410,2000,9,15,LF-RF+0 1B+0,LF-RF+0 ,1B+0,L,,-,1-,3-Feb,5-Apr,9-Jun,14-Oct,-,15-17,-,18-20
40,1ST,1ST,Keith Lockhart,Braves,120,2000,7,15,2B+4,2B+4,,L,,-,-,2-Jan,4-Mar,9-May,18-Oct,19-,-,20-,-
41,1ST,1ST,Greg Maddux,Braves,480,2000,5,7,Starter,Starter,,R,,7-May,4-Jan,13-Aug,14-15,-,16-19,-,20-,-,-
42,1ST,1ST,Kevin Millwood,Braves,550,2000,3,7,Starter,Starter,,R,,9-Jul,6-Jan,13-Oct,14-18,-,19-,-,20-,-,-
43,1ST,1ST,Eddie Perez,Braves,110,2000,6,10,C+6,C+6,,R,,-,-,3-Jan,5-Apr,6-,15-Jul,-,16-18,-,19-20
44,1ST,1ST,Mike Remlinger,Braves,170,2000,6,1,Reliever,Reliever,,L,,8-Jul,6-Jan,12-Sep,13-15,16-17,18-20,-,-,-,-
45,1ST,1ST,John Rocker,Braves,200,2000,5,1,Closer,Closer,,L,,11-Oct,9-Jan,13-Dec,14-16,17-18,19-20,-,-,-,-
46,1ST,1ST,John Smoltz,Braves,550,2000,6,6,Starter,Starter,,R,,7-Jun,5-Jan,12-Aug,13-15,16-,17-19,-,20-,-,-
47,1ST,1ST,Walt Weiss,Braves,80,2000,6,15,SS+2,SS+2,,S,,-,-,1-,2-,10-Mar,15-Nov,16-,17-18,19-20,-
48,1ST,1ST,Gerald Williams,Braves,260,2000,7,20,LF-RF+2,LF-RF+2,,R,,-,-,1-,3-Feb,7-Apr,13-Aug,14-15,16-17,-,18-20
49,1ST,1ST,Rich Amaral,Orioles,220,2000,8,20,OF+1,OF+1,,R,,-,1-,5-Feb,-,9-Jun,15-Oct,16-17,18-19,20-,-
50,1ST,1ST,Brady Anderson,Orioles,500,2000,10,20,OF+1,OF+1,,L,,-,1-,2-,5-Mar,12-Jun,13-16,17-,18-,-,19-20
51,1ST,1ST,Albert Belle,Orioles,390,2000,9,15,LF-RF+0,LF-RF+0,,R,,-,-,2-Jan,4-Mar,10-May,14-Nov,15-,16-17,-,18-20
52,1ST,1ST,Mike Bordick,Orioles,190,2000,7,15,SS+5,SS+5,,R,,-,-,1-,3-Feb,7-Apr,15-Aug,16-,17-18,19-,20+
53,1ST,1ST,Jeff Conine,Orioles,180,2000,7,10,1B+1,1B+1,,R,,-,-,1-,3-Feb,5-Apr,14-Jun,-,15-18,-,19-20
54,1ST,1ST,Delino Deshields,Orioles,230,2000,8,20,2B+3,2B+3,,L,,-,-,3-Jan,5-Apr,10-Jun,18-Nov,19-,-,-,20+
55,1ST,1ST,Scott Erickson,Orioles,400,2000,4,7,Starter,Starter,,R,,4-Mar,2-Jan,12-May,13-15,16-,17-19,-,20-,-,-
56,1ST,1ST,Charles Johnson,Orioles,220,2000,8,10,C+8,C+8,,R,,-,3-Jan,4-,5-,11-Jun,17-Dec,-,18-,-,19-20
57,1ST,1ST,Mike Mussina,Orioles,470,2000,3,7,Starter,Starter,,R,,7-Jun,5-Jan,13-Aug,14-17,-,18-19,-,20-,-,-
58,1ST,1ST,Jesse Orosco,Orioles,110,2000,3,1,Reliever,Reliever,,L,,7-,6-Jan,12-Aug,13-16,17-18,19-,-,20-,-,-
59,1ST,1ST,Sidney Ponson,Orioles,370,2000,3,7,Starter,Starter,,R,,6-Apr,3-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
60,1ST,1ST,Jeff Reboulet,Orioles,80,2000,7,15,2B+5 3B+3,2B+5 ,3B+3,R,,-,-,3-Jan,5-Apr,17-Jun,18-20,-,-,-,-
61,1ST,1ST,Cal Ripken Jr.,Orioles,350,2000,8,10,3B+2,3B+2,,R,,-,-,3-Jan,4-,-,12-May,-,13-16,-,17-20
62,1ST,1ST,B. J. Surhoff,Orioles,300,2000,8,15,LF-RF+2,LF-RF+2,,L,,-,-,2-Jan,5-Mar,6-,15-Jul,-,16-17,-,18-20
63,1ST,1ST,Mike Timlin,Orioles,190,2000,6,1,Closer,Closer,,R,,6-May,4-Jan,12-Jul,13-15,16-17,18-19,-,20-,-,-
64,1ST,1ST,Rod Beck,Red Sox,80,2000,3,1,Reliever,Reliever,,R,,6-Apr,3-Jan,11-Jul,16-Dec,-,17-18,-,19-20,-,-
65,1ST,1ST,Damon Buford,Red Sox,150,2000,6,20,OF,OF,,R,,-,2-Jan,3-,4-,-,13-Aug,-,16-18,-,-
